{{legend|#C10000|	1
Netherlands|accessdate	2
Mayam	1
BIRTH	4
ezahlukene	2
Çheeraghy	8
|igama_ivamile	20
Shelisheli	1
கேனர	1
indigene	1
Republi	91
utc_offset	4
Hırva	1
Réewu	2
Republe	1
Francouzšt	1
Æble	1
Möppudýr	1
Renminbi	1
薯仔	1
ngesiqongo	1
Phocidae	1
Frantsa	1
Զիմբաբվե	1
సెంట్రల	1
യൂറോപ്പ്‌	1
secur	1
zeth	4
Knisj	1
Sṳn-lìn	1
Hōkūloa	1
ⵍⵉⴱⵢⴰ	1
Νομίσματα	1
Aspirate	2
Mauritania.svg|100px	1
Jomhuri-y	1
"Hull">{{cit	1
Úganda	1
Description	3
ராட்டர்டேம்	1
スタブ	1
ሪቻር	1
Musharraf	1
"Touc	1
ترانے	1
Russ’sch	1
Ρωσία	2
دلا	1
އައިސްލަންޑަން	1
Peprewoys	1
{{IPA|/laˈbomba/}}	1
Kreizamerika	1
bxr	35
ерөнхийлөгчид	3
Bupoolo	2
웨스턴케이	1
تشرشل	1
Venuša	1
eUnite	1
Interte	1
Angula	1
Yetu	1
نائجر	2
Norgagh	1
ნიუ-იორკი	2
120th	1
รายชื่อบทความที่ควรมี	1
Йылға	1
Yeth	1
Сендак	2
ジョン・レノン	1
Huev	1
Wilhel	7
Чингуытæ	1
توتنی	1
zemí	1
'''Ale	1
Havaí	2
Yesu	7
Haven	1
Tsyegän	1
kwezindl	2
Loyémb	1
isintandan	1
Dùthaic	2
Египет	7
Немі	1
Pre-eminen	1
language|Arabic	2
xhosa	6
Pɔlisigbe	1
nemifin	1
Брайтън	1
Stor-London	4
Немы	3
अन्टार्क्टिका	1
Anĝelo	1
Mali.svg|100px	1
Гвине	1
Mursu	1
but	1
artis	10
Ọlọ́run	1
Неми	1
یوروپ	1
गिर्जाघर	2
ཨི་སི་ར་ཨེལ།	1
Неме	6
Kolonbi	1
Defens''''')</SMALL>	1
grāmata	1
bug	52
artig	1
加納	1
ඇපල	1
ພາສາຝະລັ່ງ	1
Keyptaun	1
buc	1
<small>(m	1
ނީޖަރު	1
بأئیت	1
"census2001	3
Gènisi	1
Mambazo	2
Цæрæгойтæ	1
Kuŏ-hŏk	1
Сейшели	1
uphumelel	1
IBelgradi|IBelgrad	1
ստերլինգ	1
Latína	1
Naggitto	1
Шордо	1
120px	4
Сейшела	1
Kacho	1
عواص	1
快速刪吥	1
Lindon	1
Nàìjíríà	1
<small>(I	1
പെൻ‌സിൽ‌വാനിയ	1
Moose_distribution.png|250px	1
Tuvalu	1
歐羅	1
Photon	1
Mecca	1
Havay	2
Amstelodamum	1
Àu-thai-li-â	1
మరణాలు	8
phonology|French	1
体育运动	1
Лиибийэ	1
brz	1
أفريقانية	1
Havaj	3
Havai	1
موسیقی	6
Ֆեյսբուք	1
ukubuselel	1
originall	1
Käse	1
сора	2
Transportatio	1
brn	1
Correa''	1
17-sentabr	1
bri	1
"cishe	1
uMthethosisekel	1
сай	1
Yenz	1
ಮಾರಿಷಸ್	1
Interne	4
Interna	1
sermawezê	1
'''Alexandra''	1
Гимн	1
&nbsp;ʈ&nbsp;	1
34,443,603	1
टोमॅटो	1
<small>''	10
canadensis''	1
informatio	25
//books.google.com/books?id	6
asisodwa.	1
Кельть	1
Египат	1
阿凡达	1
isiAyinu	1
(Κύκλωψ	1
Àwọ	51
janvier	1
Ethnologue	1
కుక్క	1
zikahulumen	1
інструмент)	1
|Kinyarwanda	1
bpy	207
Higglet	2
serbias	1
Gradov	6
Republic.svg|100px	2
রুয়ান্ডা	2
ジブチ	1
Yeme	1
Νικαράγουα	1
Amampondo	2
FA|bg}}	3
одисеј	1
диин	1
Tiere	3
Ìlaòrù	1
(1921).	1
Ríomhaire	1
Säceluäns	1
Оленевые	1
одисея	1
''Mai	1
Noruveje	1
"#FFFFFF">Tyler</font>	1
box	1
isiNgisi|Ngisi	2
Yelo	1
Carter|Carter	1
bov	1
Barnes<br/>Fabia	1
Dikálá	1
bot	10
కాఫీ	1
eSain	1
bor	1
iMurambatswina	1
boo	42
bon	1
Anatomist	1
bol	2
Bonifaciu	1
夏威夷州	2
Nolüdavesüdiän	1
کیشوەرەکان	1
Farraige	1
691,000	1
Knihy	2
Uellsi	1
ନିଉଜିଲ୍ୟାଣ୍ଡ	1
Moldova.svg|left|30px	1
Caseo	1
Ngomyal	1
sayar	1
Mandari	13
Height	1
(''português''	1
පලතුරු	1
Minneapoli	2
音楽グループ	1
Kniha	1
ភាសារុស្ស៊ី	1
1846<re	1
<small>"W	1
ಅಫ್ಘಾನಿಸ್ತಾನ	1
Lindemann)	1
Iligta	1
weMelika|wabongamel	1
mondial	1
मिश्र	1
네덜란드	2
Биоскоп	1
南非人	2
Biblíya	1
Históri	3
モーリス・センダック	1
ソウェト	1
|<big>{{IPA|w}}</big>	1
Ndlovu	2
Knigh	1
Эўропы	2
איטליה	1
{{IPA|/k/}	1
奧地利	2
Ollan	2
assessed	1
Franțu	1
ዋርሶው	1
폴란드어	1
میساچیوسٹس	1
Naziun	1
'''Panama''	1
ක්‍රිස්තියාන	1
(''Tártaros''	1
Robot	1
Эўропа	4
Franța	2
ক্রোয়েশীয	1
Котырныс	1
blu	4
ngalesosikhath	1
Knife	1
Uboneni	1
ɡb͡	1
({{lang-bg|България}}	1
佛罗里达州	2
ngaphandl	8
Piedpilkado	1
زەریا	1
Bible.malmesbury.arp.jpg|right|400px|	1
కానర	1
آفریخا	2
//hdr.undp.org/en/media/HDI_2008_EN_Tables.pdf	1
ديفي	2
पोर्त	1
राजशाही	2
ཀོང་གོ་སྤྱི་མཐུན་རྒྱལ་ཁབ།	1
కుమ్మరి	1
ಜಿಮ್ಮ	1
''uh-oh	1
Выбітны	1
tSile	1
phim	1
high-qualit	1
reports	1
plise	1
Câine	1
Awstriya	1
കിങ്ഡം	2
Èta	1
settentriunale	1
okukhulunywayo	1
Kuomorā	1
노르웨이	1
0,17	1
Ireland|umbus	1
Similarly	1
redaktor	1
ئاراللىرى	3
Tepētla	1
bjn	128
Èso	1
{{Coord|43.554142|5.604438|region	1
גאבאן	1
የአፍሪ	1
francofòn	1
Liuni	1
Брайтон	3
5,368,854	1
Йытă	1
zaseSwaziland	1
0,08	1
苏格兰	1
Әзірбайжан	1
Milletler	1
Langenhovenpark	1
Tale)''	1
Viyetinamu	2
baSikotilandi	1
75116<br>Ilatithud	1
Étalien	1
Джексо	1
bil	1
iParisi	5
połaca	1
bik	1
(''Unite	1
bid	1
Listaha	1
Tieka	1
''Lyn	2
伊拉克	5
Ohio	1
ama-athikel	1
(Paris)	1
Britisk	2
ICardiff	2
മൗറിസ	1
Magwaza	1
|<center><small>Riphabliki&nbsp;ra&nbsp;Afrika&nbsp;Dzonga&nbsp;(	1
ubudlelwane	1
Kwazulu-Natal	1
map_captio	3
Türkiýe	1
Дэлхий	2
Ireland'''''</big></big>	1
Gàles	1
ಲಿಬಿಯಾ	1
ଲିଥୁଆନିଆ	1
청동	1
Murez	1
વિએટનામ	1
잉글랜드	2
komhlabathi	1
inyon	1
Kha-kiû	1
תמזה	1
Wahre-Jesus-Kirche	2
isiSuthu	6
febrer	1
Lieutenant|DL	1
phel	4
ག་བོ་རོ་ནི།	1
Yurene	1
फ्रें	1
Nazion	2
Welshma	1
weMzansi	3
Éropa	3
Chennai	1
Londiniensis	2
德文	1
|image_map1	1
Seychellane	1
Haute	1
Suðursudan	1
''lulls,'	1
Хімічн	2
'''IsiFulentshi''	1
Bloemfontein02.jpg.JPG|thumb|Par	1
ավազան	1
हात्ती	1
-185,9</span	1
Tiakei	1
Yebo	1
31|lats	2
bet	2
bes	10
0-486-22572-0}	1
2010|work	1
Venezuelo	2
d'o	2
9780815329350}}	1
|<big>{{IPA|tʃ}}</big>	1
d'l	1
bel	1
אזרבייג'ן	1
Jeune	1
Parkston	1
Europe-Iceland.svg	1
bef	1
bee	15
bed	1
Бронза	6
سشلز	1
beb	1
d'a	1
Venezuela	137
votes/w/index.php}}	2
Spàinn	1
클레그	1
''iKenya''	1
Rugbie	1
Year	9
ENTERIN	1
‘Alekelia	1
frantsay	1
Shaka}}	1
Accademi	1
ድንች	1
रजतम्	1
积克森	1
जनावर	2
Txanponak	1
userpag	1
Oisteadman|talk	1
Maliyän	1
d'E	1
Ezabatzeko	1
አንበሳ	1
''Kingdom	1
dünýä	1
Cuauhtēmallān	1
Dinizulu.jpg|300px|right	1
(Lithuania).svg|thumb	1
Arlington	1
ಸಂಸ್ಥಾನ	4
resistance.	1
bcl	213
Hauaiʻi	1
twenty-fourt	2
onduras	1
Немыца	1
(''moai''	1
(''Polyýmnia''	1
Chizinganhare	1
Καφές	1
Ginëe	1
Eclips	1
separat	2
Varšuva	1
Englaland	1
nombus	1
Rober	8
Pohádka	1
olisik	1
ಹಾಲು	1
english.	1
Kikroatia	1
ሆላንድ	1
ukunikel	1
আয়ারল্যান্ড	1
Tiede	1
ನವೆಂಬರ	1
''t'''ā'''''	1
تۈر	7
kaNcwab	1
Nidjeria	1
baz	1
Kontinentler	1
bay	5
Iithiyópya	1
კოლუმბია	2
ljudje	1
bas	6
bar	256
Reuion	1
አልጀርስ	1
komnumzan	1
Elfen	1
|deputy	2
ban	4
पेंग्विन	1
kunabantu.	1
bal	3
g'''o'''<ref>Commonl	1
Oksitāņ	1
1964年出世	2
Faticanburg	1
'''Michelangel	1
counter-intuitiv	1
Rugbaí	1
ძაღლისებრნი	1
рок	1
Rugbeo	1
Fransya	1
bad	1
エベレスト	1
i-Osheaniya|e-Osheaniya	1
bac	39
bab	1
Amsterdam-Zuid|Zuid	1
ნჯილო	1
imitat	1
Singalinganis	1
(K.65A)	2
imitap	1
సంగీతము	1
tswana	3
Seyshelles	1
3506	1
Mputulukesi	1
آی‌پاد	1
納米比亞	1
(πλανήτης)	5
Girls	12
شهردارا	1
2010}}	3
umculo	5
wokuqala	1
Kolonbia	1
casă	1
0-14-00-8649-8}}	1
Page|translatewiki.net	1
Portátil	1
يناير	2
萨尔瓦多	1
Typewriter	1
Itåleye	1
Phrinsiphe	1
Girku	1
Mayflower	1
Robbi	1
{{IPA|/ɪ/}	1
kabangsan	1
Zrzeczeni	1
Jorda	1
南アメリカ	2
ބަލްގޭރިއާ	1
'''Pigazzano''	1
Robar	1
पोलंड	2
Vísind	1
35.5	1
Израиль	10
Lì-kâ	1
Biography|work	1
ხილი	1
-jBToXbki5&sig	1
Þēodscland	2
Saigon	2
(operativsystem)	1
بۇرۇندى	1
elincan	1
Taliančina	1
Clemen	8
(philosophy)|Ethics	1
Haváija	1
خلک	1
48,396,470	1
ukuqala	2
ནེལ་སོན་མཱན་ཌེ་ལ།	1
Sontonga.jpg|200px	1
36183	1
Níge	1
Fransum	1
𐍆𐍂𐌿𐌼𐍃	1
'''ISwidi'''	1
&nbsp;ɐ&nbsp;	1
Ekaw	1
2000-09-22|publisher	1
Erikson	1
Agost	6
ලියනාඩ	1
Ekap	1
አራዊት	1
କମୋରୋସ	1
ಯುರೋ	1
Gaboròn	1
iKuweyiti	1
Unerekhod	1
'''&nbsp;	2
Sisteman	1
צ'רוק	1
catu	1
Sṳn-kîn	1
Holuns	1
cats	1
35,4	1
Nàmíbíà	1
alimentaire	1
Barô	1
Ekwatoryal	2
neButswana	1
Ariary	1
Крайльсхайм	1
რეიგანი	2
Ganzouri	1
catc	1
Awstrija	1
ലൂഥർ	1
method	1
&nbsp;ʑ&nbsp;	1
flag_lin	1
(regin	1
baseNingizimu''	1
Postcode	5
Гьуьл	1
துனீசியா	1
Hristiançylyk	1
African|White	2
'''I-Iraki''	1
Enkeli	1
কাঁকড়া	1
|colspan	8
Lwezilim	2
carr	1
Lituaniya	1
kimikë	1
|1676|12|19}}	1
Towns	1
Umhlabath	2
Injangwe	1
ayn	3
Emhlaben	1
10,335,382	1
Исланд	4
Bath	1
(father)	2
Kiaull	2
consequentia	1
Spiora	2
nePhoenix	1
Africa)|Loca	3
อูบุนตู	1
Bata	1
ブルガリア	1
|<big>{{IPA|ɔr}}</big>	1
ئەوروپا	1
ukuwela'.<re	1
ಜನವರ	1
kimfumu	1
Bass	5
Basm	1
Огазеяське	1
accessdate	9
Παγκόσμι	1
Basi	5
Indėjė	1
Notebooks	1
Town<	1
Basa	4
Sūðamerican	1
Krestu|uJes	2
Suzanne	1
Adoratio	2
北欧	1
Baru	1
Ĉado	1
Barr	1
isusiw	1
Baro	4
Vorlag	1
Grunnstoff	2
Výhonky	1
デンマーク	1
ଶନି	1
Barg	1
Njuɓɓud	1
ފަރަންސޭސިވިލާތް	1
Dél-Afrika	1
Bara	6
קופער	1
Бурунді	1
Mòr-roinnean	1
language|Comorian	1
<br><small>(great-great-grandfather)</small><br>	1
Baqr	1
ትራምፔት	1
Zoeloe	2
Thokozani}}	1
uFebhruwar	1
Estónsko	2
Litvá	1
jasyteĩ	1
сикки	1
watykańska	1
Pellissier	1
Ntshona-Koloni	1
ஜப்பான்	2
kimiku	1
|<big>{{IPA|æ}}</big>	1
Бурунди	13
ප්ලූටෝ	1
Universe	2
വിഞ്ചി	1
aut	1
kimiko	2
Universa	2
I<br>	1
tSualainnis	1
kuka-2001	1
Kolombi	2
Yacabang	1
Ruošša	2
ஜப்பானி	1
ikota	1
Biblían	1
weMelika	57
Ejyp	1
bahloniph	1
Bilagáan	1
ಘಾನಾ	1
Lituà	1
zokuxhumana|Isikhahlamez	1
lokuhlanzw	1
Δημήτη	1
Riviéth	1
イヌ科	1
|Wikipedi	1
სუდანი	1
Respoblėka	5
fitnes	2
Koh-oa̍h-cheh	1
Lituwenia	3
टमाटर	1
ויילס	1
гімн	2
દેવળ	1
verhindern	1
келн''	1
Ֆիջի	1
ഹോണ്ടുറാസ്	1
Giraf	1
|Latin	1
Aimearaga-a-Tuath	1
Олала	1
Liberia.svg|100px	1
Enkabazwe''	1
none">15</span>	1
'''IWelisi''	1
ast	357
akasenzel	1
غانا	1
Banz	1
Bany	2
ନିକାରାଗୁଆ	1
Ֆլորիդա	1
djulete	2
Bant	2
Bans	1
asi	1
ash	1
can'	1
left|hir	1
Bank	4
Banj	1
asa	1
Bang	1
Litwa	6
zokuthumel	1
arz	316
Band	6
Banc	8
西開普省	1
'''IMelik	3
aru	6
art	5
จอห์นสัน	1
Carib	1
Experimenta	2
Rossiya	3
Bophirimel	1
里加	1
'''iHlel	1
Franski	1
arm	34
(VEF	1
ari	13
Franska	2
are	8
iMoritaniya	2
arc	163
ara	2
Римск	1
Uzeu	4
पोलि	3
Litva	19
saseNtshonalang	1
Lituw	1
Belarusän	1
Южноафрикански	1
Gllèche	1
Niseer	1
|{{audio-pipe|Labial-palata	3
Wendeb	1
ボリス・ジョンソン	1
Labdarúgás	1
動物	7
管理員	1
خطے	1
frantzesa	1
Montanya	1
Ball	1
ফোর্ড	1
دىنى	2
INgilandi	5
''Sesotho'''''</big></big>	1
خطہ	1
eskualdeak	1
ದೇಶಗಳು	5
meaningfu	3
speakers.	1
Віле	2
साल्भादोर	1
Machiyōtl	1
携帯電話	1
app	2
Tower	10
Napoleoni	1
Bakw	1
Baku	1
पोर्	1
ཨ་ཧྥེ་རི་ཁ་གླིང་།	1
Littl	2
hizkuntza	1
Fransia	4
ngumdlalo.	2
izibhozo	1
Anakora	1
Agency|location	1
Mí-li-thai	1
Brasil.jpg|310px|right|thumb	1
Միացյա	3
Pangrabi	1
Tan-ma̍k	1
Baka	4
Macedon	1
кӧч	1
Lithuwaniya}}	2
(K.?)	1
uharteak	1
賓夕凡尼亞州	1
Fėdžis	1
Ladysmit	1
Estniska	2
Satellite	1
Бӧлгария	1
//www.portofrotterdam.com	1
ရော်နယ	1
Ogos	1
(Ниемци)	3
lokish	4
Vielzellig	2
Кулумбия	1
FA|yi}}	1
difference	1
Ayiyon	2
yening	1
ant	2
Nascido	10
१७८१य	1
Континенттæ	1
templat	2
'''Izindlel	1
Bułgaria	1
ang	253
iulie	2
Ингалс	1
Ufaransa	3
eJalimani	2
Togolando	1
and	1
Inglaterra	9
siyizon	1
ana	1
Litre	1
(Leonarda	1
Qattus	1
Beachfron	1
Històri	2
amv	1
Fildishtë	2
Alamaneg	1
{{IPA|/j/}	3
Olómìnira	1
Nàm-mî-chû	2
Жырафа	2
Қоңырқа	1
Thomson	1
abazingeli	1
1955–86	1
Statistiques	2
Spānija	1
Bahs	6
ami	4
Eng-pōng	1
Χάρισον	1
Finlândiä	1
Pingkwins	1
ama	2
Tšhaena	1
|shield_siz	6
管理员	2
Remedio	2
GA|sv}}	10
Kireno	1
'''isiJapani''	1
alt	2
Zimbabve'dek	1
2012-c	1
als	287
dog3.jpg|	1
Барзентәыла	1
all	1
categories	1
Reigans	1
s'''w'''ine	1
suggestion	1
delivery|Fi	3
121,7	1
ന്യൂയോർക്ക്	1
Регбі	1
Carbo	1
lamafu	1
ngomlando	1
Müzik	2
马约特	1
ประเทศเลโซโท	1
Vitryssland	1
Герма	1
Cap-Vèrd	1
Litov	1
января	1
Skills	1
январь	1
إسكتلندا	1
kwa-'''Idutywa''')<ref>Elwy	1
январы	1
organizing|Communit	1
Эуро	1
Ìsol	2
Exampl	2
Ziemeļeiropa	1
Aldrin_Apollo_11.jpg|u	1
'''Igogo''	1
Kitablar	1
Alamagn	2
Регби	5
Chess	1
לאונה	1
アフリカ連合	1
莫桑比克	2
Білорусія	1
(isiZulu)	1
فېنلانډ	1
''Congo-Brazzaville''.</ref	1
isiPedi	1
Световн	1
Fransch	1
ezibalulek	1
cach	1
(K.9A	1
1913-ba	1
vowels|foot–stru	1
Deitsch	1
Реган	1
Elenc	1
uhlanganis	2
i-Feli	1
Upeceds	2
(правінцыя)	1
Llyfrau	1
Newspaper	1
Hapón	2
Randstadmonito	1
character	4
air	1
Lirası''	1
blacklist/Archives/2006/12/w/w/index.php}}	1
Lituwa	2
ეთიოპია	1
Motlanthe	32
印度	5
Ádaalyaa	1
Elema	1
aib	1
לאומי	1
uikipidias	1
Finlândia	1
fruta	1
|Soomaaliga	1
"Nomvula	2
(''Republi	35
Mozėka	3
সুদান	1
2011}}</ref	2
issu	8
aho	1
Berria	1
50,586,757<re	1
|notable_instrument	1
(''Togoles	1
Pådje	1
Ìsle	1
ukwehlukahluk	1
"Bes	1
Bach	1
(K.76	1
Afghanistani	2
Bortolon	1
ઈસ્ટોનિયા	1
Baca	2
derivative	1
agu	2
Ülestõusmispühad	1
akholw	1
Gdgourou	1
Sáyẹ́nsì	1
instrumental.ogg	4
Tłóotoo	1
Wenezuela	2
FA|eo}}	4
"#FFFFFF">Non-partisan</font>''	1
(Savuka)	1
Gaboróne	1
Gingharian	3
(K.69	1
(K.68	1
Babi	2
(K.67	1
Аѵстрїꙗ	1
Msumbiji	2
Babe	4
ریاستہائ	2
مدیرون	1
Сейшел	2
&nbsp;ə&nbsp;	1
Afrykańska	1
тамыз	1
ברלין	2
Tradución	1
梵蒂岡	1
Adest	1
達芬奇	1
other_language_2	1
Africa|year	1
Dillərin	1
other_language_1	1
Foederata	2
Lituanien	1
خرد	1
#f5fffa	1
divergent}}	2
paýtagtlary	1
ngumunt	2
(K.53	1
(K.52	1
(K.51	1
(K.50	1
Londýnsk	1
Cumhuriyeti	8
ماداگاسكار	1
{{myspace|freshlygroundsa}}	1
Ejip	1
iFulansi|useFulansi	1
(K.49	1
(K.48	1
(K.47	1
Елорда	1
(K.45	1
(K.43	1
(K.42	1
ރިޔާޟިއްޔާތު	1
Tembaga	3
(K.41	1
(K.40	1
Inguruguru	1
לובאטו	1
سنداک	1
आस्ट्रेलिया	1
(K.4)	1
Hinapon	1
佛羅里達州	1
Şərq	2
ison	1
//www.discogs.com/artist/Lucky%20Dub	1
Uywa	3
পেনসিলভ্যানিয়া	1
కాంగ	1
Ҳусей	1
джыл	9
ayigqamil	1
add	1
သြစတြီးယားနိုင်ငံ	1
ada	1
(K.38	1
Rusya	12
Norvèg·e	1
(K.37	1
Амстэрдам	2
Eslovakier	2
ਪਹਾੜ	1
টোকিও	1
Amerikoa	1
ნორვეგია	2
(K.33	1
Kostolmosovce1.jpg|Isontoprotestan	1
Chelo	1
(''Réa''	1
خدا	1
Кгалема	1
লাইবেরিয়া	2
arseni	1
islandés	2
Naalkaah	1
Okyanusu'y	1
Pōlaland	1
"biography">{{cit	1
(K.3)	1
Chexiya	2
"Bab	2
islandzki	1
Associatio	4
ace	185
Sırbistan	2
Xirafa	2
osariik	4
пре	15
المغرب	3
عنصر	3
পূর্	1
(K.23	1
(K.22	1
Cheko	1
بیٹلز	2
(K.21	1
(K.20	1
|coordinates_displa	8
enamandla	1
(K.2)	1
emlandwen	2
abo	1
340m	1
iyiwebhusayith	1
Джейко	1
abl	3
wesiKotiland	1
南アフリカ共和国の大統領	2
Islandska	2
(UTC	2
سبرانیا	1
Bülow|''B'''ü'''low''	1
Amathole|Hlel	1
(K.19	1
Lituanian	2
(фильм	2
Musambik	4
FA|ru}}	2
(K.16	1
(K.15	1
Nîjerya	1
(K.14	1
アムステルダム	1
(K.13	1
(K.12	1
زامبیا	3
1月3日	2
(K.11	1
weight	1
(K.10	1
afrika	1
Fruktoj	1
Jumhūrī-y	1
কলম্বিয়া	2
Vattenfall	1
(USD	1
Lituny	1
SeSoth	1
Vereênigd	2
isn'	2
نیوزیلند	1
isla	1
''Kimwani''	1
소웨토	1
Moriseän	1
'''ǀXam''	1
feedbac	1
Істинн	2
අයිස්ලන්තය	1
פוטבאל	1
Բարա	1
ab0	1
Frutta	3
Çin	2
(chemistry)|Salt	1
Jackson''	1
Aafrika	2
Montanha	2
therefor	2
isiXhosa	9
Isiqhingi|Iziqhingi	1
afforde	1
encyclopédie	1
Nordvästprovinsen	1
Koninkrijk	3
Berolinum	2
Տանզանիա	1
Jėzau	1
ᨄᨂᨉᨙᨑᨙᨂ	1
ኖርዌይ	1
Freedo	5
Hunea	1
Hebrew	1
replac	1
//www.bbc.co.uk/news/business-1221454	1
Hebreu	1
Nadsione	1
サセックス大学	1
determin	2
Kalbos	1
isiz	1
34.5	1
//www.nbs.go.tz/pdf/Tanzania_in_Figures2010.pd	1
Jabuuti	2
Hundo	2
Сундерьковон	1
Russo	2
элеменчĕсем	1
iyinkab	1
isim	3
Russi	3
Hunde	1
Kemičn	1
לאומיים	1
isig	2
Russe	3
alą́ąjį	4
Russa	2
ლოსი	1
bovino	1
(disambiguation)|and|Deutschlan	1
spea	3
തക്കാളി	1
ibhubesi	1
Jõulud	1
ishi	1
تشيكية	1
మంచు	1
تشيكيا	1
Virginí	1
நமீபியா	1
Chees	1
Críquet	3
kwezilim	3
Cibuti	4
cishe<re	1
Беларусь	8
আফগানিস্তান	2
ماداگاسکار	2
இனக்குழு	1
Administratorurya	1
//en.rotterdam.info/visitors/special-offers/rotterdam-welcome-card	1
Эл-вла	3
ديربان	1
Çem	2
Коуритиба	1
'''UPluto''	1
away"</small>	1
yesizwe''	1
yokuxhuman	1
Ieslandjs	1
אינדונזית	1
spoiler	1
natur	1
"#FFFFFF">Monroe</font>	1
Frutos	1
UKaliyope	1
(607,460)<br/>	1
ଟୋଗୋ	1
Kâ-nâ-thai	1
Deletione	1
Ruščina	1
Ukuphenduk	2
''(Lisboa)''	1
Летувіска	1
knowledg	2
umkhumb	2
jubatus''	1
ခရမ်းချဉ်ပင်	1
Location_Vietnam_ASEAN.svg|250px	1
马里兰州	1
колонии	1
IViyena	4
Eanáir	1
Afghanistaan	1
PHPBB/User	1
Checu	1
स्टर्लिंग	1
16.jpg|	1
policy#Automatic_approval|automati	1
{{categoryTOC}}	1
Ruskô	2
Tyska	1
Bovidae|mnden	3
Hebraj	2
Italiýa	1
ᑐᑭᓕᐅᖅᐹinuluriji	1
Koninkriek	1
summary/}}	1
Checa	5
Japuonėjė	2
ヨーロッパの首都	1
column-count	1
Dedwydd	1
เมือง	1
Brasilië	2
Niqirya	1
spac	3
IsiSloveniya	1
Nîjer	1
isiSeyishel	1
ཨ་ཧྥེ་རི་ཁ།	1
seate	1
ikontrak	1
Jymyn	1
Cheay	1
ayikhokhwa	1
woMasipal	1
Uorganėzacėjė	1
hólónígíí	1
Chrysotopia	1
Kabovärduäns	1
Virgini	6
עסטרייך	1
نىكسون	1
svedaisa	1
arena.jpg	1
Papapykuaa	2
ദക്ഷിണാഫ്രിക്ക	3
नेपच्यू	1
l'Afriqu	4
(Thi	1
ungazifundel	1
(UK)	3
ཁྱི།	1
Éire	3
پرینسیپی	1
Французькы	1
(live)	1
İdarekari	1
Lituañ	1
(brother)	1
Çad	5
Чака	3
Нидерланд	5
ഛാഡ്	1
Фрэндж	1
Polština	1
ლომი	1
ประเทศคอสตาริกา	1
아프리칸스어	1
Afraic	2
Frukter	1
Istunya	2
humaine	1
//www.ubuntu.com	1
Turuft	2
isbn	1
メキシコ	2
ukugcin	2
portatile	1
ټاؤن	1
fixe	1
Genver	2
Holbeina	1
ग्वातेमाला	1
Kyńijo	1
برنسپی	1
none">25</span>	2
GA|pl}}	4
isaz	4
'''Ngu'''ni	1
Hyãsia	1
Amerikay	1
Lilangeni	1
Fiteny	1
Bundeslan	1
Lirakän	1
ôksitana	1
Rusko	4
national	3
बेर्लुस्कोनी	1
Ngabu	1
isal	1
Ziyisishiyagaloluny	1
Ruski	1
81,015,887<re	1
isag	2
Šport	3
wama-Netherlands	4
encyclopedia	1
Ruska	2
