Category:ISlovakiya	[id:2099]	[namespace:Category]	true	false	false	false	false
IJapani	[id:2101]	[namespace:]	false	false	true	false	false
IJaphani	[id:2105]	[namespace:]	false	false	true	false	false
Wikipedia:Security	[id:2161]	[namespace:Wikipedia]	false	false	false	true	false
Utamatisi	[id:2162]	[namespace:]	false	false	true	false	false
Category:Language user templates	[id:2163]	[namespace:Category]	true	false	false	false	false
Ibhayisikobho	[id:2166]	[namespace:]	false	false	true	false	false
Umculo	[id:2167]	[namespace:]	false	false	true	false	false
Ipiyano	[id:2168]	[namespace:]	false	false	true	false	false
Icilongo	[id:2169]	[namespace:]	false	false	true	false	false
Isigubhu	[id:2170]	[namespace:]	false	false	true	false	false
Wikipedia:Requests for adminship	[id:2171]	[namespace:Wikipedia]	false	false	false	true	false
Intaba	[id:2172]	[namespace:]	false	false	true	false	false
Umfula	[id:2173]	[namespace:]	false	false	true	false	false
Ulwandle	[id:2174]	[namespace:]	false	false	true	false	false
Impophoma	[id:2175]	[namespace:]	false	false	true	false	false
Iqhwa	[id:2177]	[namespace:]	false	false	true	false	false
Amanzi	[id:2178]	[namespace:]	false	false	true	false	false
Igolide	[id:2179]	[namespace:]	false	false	true	false	false
Isiliva	[id:2180]	[namespace:]	false	false	true	false	false
Ibhulonze	[id:2181]	[namespace:]	false	false	true	false	false
Umthofu	[id:2182]	[namespace:]	false	false	true	false	false
Wikipedia:Protected against recreation	[id:2200]	[namespace:Wikipedia]	false	false	false	true	false
Wikipedia:Umnyango wamgwamanda	[id:2206]	[namespace:Wikipedia]	false	false	false	true	false
Category:IJalimani	[id:2208]	[namespace:Category]	true	false	false	false	false
Category:IJapani	[id:2237]	[namespace:Category]	true	false	false	false	false
Category:Izwe	[id:2240]	[namespace:Category]	true	false	false	false	false
Wikipedia:Nospam	[id:2261]	[namespace:Wikipedia]	false	false	false	true	false
Category:Ningizimu Afrika	[id:2264]	[namespace:Category]	true	false	false	false	false
Category:Izifundazwe zaseNingizimu Afrika	[id:2265]	[namespace:Category]	true	false	false	false	false
Category:User sk-N	[id:2285]	[namespace:Category]	true	false	false	false	false
Category:User sk	[id:2286]	[namespace:Category]	true	false	false	false	false
Wikipedia:Administrators	[id:2287]	[namespace:Wikipedia]	false	false	false	true	false
EEast rand	[id:2294]	[namespace:]	false	false	true	false	false
Ukudla kwesiZulu	[id:2295]	[namespace:]	false	false	true	false	false
Izinkundla	[id:2296]	[namespace:]	false	false	true	false	false
Shaka Zulu	[id:2303]	[namespace:]	false	false	true	false	false
Cetshwayo	[id:2312]	[namespace:]	false	false	true	false	false
Dinizulu	[id:2313]	[namespace:]	false	false	true	false	false
Solomon kaDinizulu	[id:2314]	[namespace:]	false	false	true	false	false
Cyprian Bhekuzulu kaSolomon	[id:2315]	[namespace:]	false	false	true	false	false
Goodwill Zwelethini kaBhekuzulu	[id:2316]	[namespace:]	false	false	true	false	false
Curitiba	[id:2317]	[namespace:]	false	false	true	false	false
Izulu	[id:2320]	[namespace:]	false	false	true	false	false
Umoya ongcwele	[id:2326]	[namespace:]	false	false	true	false	false
Insindiso	[id:2327]	[namespace:]	false	false	true	false	false
Isonto	[id:2328]	[namespace:]	false	false	true	false	false
IsiHebheru	[id:2340]	[namespace:]	false	false	true	false	false
IZimbabwe	[id:2347]	[namespace:]	false	false	true	false	false
Kwamashu	[id:2349]	[namespace:]	false	false	true	false	false
EThekwini	[id:2367]	[namespace:]	false	false	true	false	false
ITheku	[id:2368]	[namespace:]	false	false	true	false	false
UmGungundlovu	[id:2369]	[namespace:]	false	false	true	false	false
Category:KwaZulu-Natal	[id:2370]	[namespace:Category]	true	false	false	false	false
Category:IGauteng	[id:2371]	[namespace:Category]	true	false	false	false	false
Izimpawu ezintsha zezwe	[id:2372]	[namespace:]	false	false	true	false	false
I-Eshiya	[id:2375]	[namespace:]	false	false	true	false	false
Durban	[id:2376]	[namespace:]	false	false	true	false	false
Abahlali baseMjondolo	[id:2379]	[namespace:]	false	false	true	false	false
Wikipedia:Statistics	[id:2420]	[namespace:Wikipedia]	false	false	false	true	false
Category:Izincwadi	[id:2421]	[namespace:Category]	true	false	false	false	false
Ubuntu (uhlelo)	[id:2426]	[namespace:]	false	false	true	false	false
I-Uetersen	[id:2430]	[namespace:]	false	false	true	false	false
IKipi Lasentshonalanga	[id:2474]	[namespace:]	false	false	true	false	false
IKipi laseNyakatho	[id:2482]	[namespace:]	false	false	true	false	false
Nyakatho-Ntshonalanga	[id:2483]	[namespace:]	false	false	true	false	false
List of Zulu kings	[id:2491]	[namespace:]	false	false	true	false	false
Dinizulu kaCetshwayo	[id:2495]	[namespace:]	false	false	true	false	false
Cetshwayo kaMpande	[id:2496]	[namespace:]	false	false	true	false	false
Mpande kaSenzangakhona	[id:2497]	[namespace:]	false	false	true	false	false
Dingane kaSenzangakhona	[id:2498]	[namespace:]	false	false	true	false	false
Shaka kaSenzangakhona	[id:2499]	[namespace:]	false	false	true	false	false
Shaka	[id:2500]	[namespace:]	false	false	true	false	false
Senzangakhona kaJama	[id:2501]	[namespace:]	false	false	true	false	false
Jama kaNdaba	[id:2502]	[namespace:]	false	false	true	false	false
Ndaba kaMageba	[id:2503]	[namespace:]	false	false	true	false	false
Mageba kaGumede	[id:2504]	[namespace:]	false	false	true	false	false
Gumede kaZulu	[id:2506]	[namespace:]	false	false	true	false	false
Zulu kaNtombhela	[id:2507]	[namespace:]	false	false	true	false	false
Ntombhela kaMalandela	[id:2508]	[namespace:]	false	false	true	false	false
Malandela kaLuzumana	[id:2509]	[namespace:]	false	false	true	false	false
Luzumana	[id:2510]	[namespace:]	false	false	true	false	false
Mdlani	[id:2511]	[namespace:]	false	false	true	false	false
Nkosinkulu	[id:2512]	[namespace:]	false	false	true	false	false
Mnguni	[id:2513]	[namespace:]	false	false	true	false	false
Category:Zulu kings	[id:2514]	[namespace:Category]	true	false	false	false	false
Category:INingizimu Afrikaa	[id:2520]	[namespace:Category]	true	false	false	false	false
Category:IYurophu	[id:2530]	[namespace:Category]	true	false	false	false	false
Isilwane	[id:2539]	[namespace:]	false	false	true	false	false
Wikipedia:Vital articles	[id:2545]	[namespace:Wikipedia]	false	false	false	true	false
Wikipedia:Vital 100	[id:2546]	[namespace:Wikipedia]	false	false	false	true	false
Izonto ezinye	[id:2553]	[namespace:]	false	false	true	false	false
Category:AmaZwe	[id:2563]	[namespace:Category]	true	false	false	false	false
Category:Ukudla kwesiZulu	[id:2564]	[namespace:Category]	true	false	false	false	false
ISpeyini	[id:2572]	[namespace:]	false	false	true	false	false
Wikipedia:Bot policy	[id:2591]	[namespace:Wikipedia]	false	false	false	true	false
IPolandi	[id:2631]	[namespace:]	false	false	true	false	false
IPhothugali	[id:2658]	[namespace:]	false	false	true	false	false
Category:IPhothugali	[id:2664]	[namespace:Category]	true	false	false	false	false
Category:IPolandi	[id:2676]	[namespace:Category]	true	false	false	false	false
IsiPholisi	[id:2678]	[namespace:]	false	false	true	false	false
Category:IAshiya	[id:2686]	[namespace:Category]	true	false	false	false	false
Category:IRashiya	[id:2687]	[namespace:Category]	true	false	false	false	false
ISpayini	[id:2698]	[namespace:]	false	false	true	false	false
Category:IAfrika	[id:2722]	[namespace:Category]	true	false	false	false	false
SliTaz	[id:2728]	[namespace:]	false	false	true	false	false
Category:Ulimi	[id:2730]	[namespace:Category]	true	false	false	false	false
Wikipedia:Privacy policy	[id:2799]	[namespace:Wikipedia]	false	false	false	true	false
ILithuwaniya	[id:2811]	[namespace:]	false	false	true	false	false
Category:ILithuwaniya	[id:2812]	[namespace:Category]	true	false	false	false	false
Category:Berlin	[id:2828]	[namespace:Category]	true	false	false	false	false
Europa Tower	[id:2829]	[namespace:]	false	false	true	false	false
IVilnyusi	[id:2830]	[namespace:]	false	false	true	false	false
Category:Vilnius	[id:2831]	[namespace:Category]	true	false	false	false	false
IMalta	[id:2833]	[namespace:]	false	false	true	false	false
IGreki	[id:2834]	[namespace:]	false	false	true	false	false
ISlovaki	[id:2835]	[namespace:]	false	false	true	false	false
I-Ostriya	[id:2836]	[namespace:]	false	false	true	false	false
INyuzilandi	[id:2837]	[namespace:]	false	false	true	false	false
IsiLithuwaniya	[id:2840]	[namespace:]	false	false	true	false	false
Johannesburg	[id:2863]	[namespace:]	false	false	true	false	false
Pigazzano	[id:2870]	[namespace:]	false	false	true	false	false
IUetersen	[id:2882]	[namespace:]	false	false	true	false	false
IBerlini	[id:2883]	[namespace:]	false	false	true	false	false
Category:IBerlin	[id:2884]	[namespace:Category]	true	false	false	false	false
Berlin	[id:2885]	[namespace:]	false	false	true	false	false
IMac	[id:2886]	[namespace:]	false	false	true	false	false
OpenSolaris	[id:2908]	[namespace:]	false	false	true	false	false
ISwidi	[id:2961]	[namespace:]	false	false	true	false	false
Category:ISwidi	[id:2962]	[namespace:Category]	true	false	false	false	false
IFinlandi	[id:2963]	[namespace:]	false	false	true	false	false
ILatviya	[id:2966]	[namespace:]	false	false	true	false	false
INoki	[id:2967]	[namespace:]	false	false	true	false	false
I-Estoniya	[id:2969]	[namespace:]	false	false	true	false	false
Category:IEstoniya	[id:2970]	[namespace:Category]	true	false	false	false	false
IDenimaki	[id:2971]	[namespace:]	false	false	true	false	false
IFulansi	[id:2995]	[namespace:]	false	false	true	false	false
Category:User en	[id:3012]	[namespace:Category]	true	false	false	false	false
Category:User en-2	[id:3013]	[namespace:Category]	true	false	false	false	false
IsiOsithani	[id:3023]	[namespace:]	false	false	true	false	false
INamibhiya	[id:3026]	[namespace:]	false	false	true	false	false
Isi-Esperanto	[id:3062]	[namespace:]	false	false	true	false	false
Esperanto	[id:3063]	[namespace:]	false	false	true	false	false
IViyetnami	[id:3065]	[namespace:]	false	false	true	false	false
IHochiminh	[id:3066]	[namespace:]	false	false	true	false	false
IDonghoi	[id:3067]	[namespace:]	false	false	true	false	false
Wikipedia:Izehlakalo ezimanje	[id:3069]	[namespace:Wikipedia]	false	false	false	true	false
Izehlakalo ezimanje	[id:3070]	[namespace:]	false	false	true	false	false
IsiNdebele	[id:3093]	[namespace:]	false	false	true	false	false
Category:Amakhosi amaZulu	[id:3105]	[namespace:Category]	true	false	false	false	false
Category:Bafile 1884	[id:3106]	[namespace:Category]	true	false	false	false	false
Category:Bafile 1872	[id:3107]	[namespace:Category]	true	false	false	false	false
Category:Bafile 1840	[id:3108]	[namespace:Category]	true	false	false	false	false
Category:Bafile 1781	[id:3109]	[namespace:Category]	true	false	false	false	false
Category:Bafile 1816	[id:3110]	[namespace:Category]	true	false	false	false	false
Category:Bafile 1828	[id:3111]	[namespace:Category]	true	false	false	false	false
1884	[id:3114]	[namespace:]	false	false	true	false	false
8 uFebruwari	[id:3115]	[namespace:]	false	false	true	false	false
2000	[id:3117]	[namespace:]	false	false	true	false	false
5 uNovemba	[id:3118]	[namespace:]	false	false	true	false	false
Bibi Titi Mohamed	[id:3119]	[namespace:]	false	false	true	false	false
Michael Jackson	[id:3120]	[namespace:]	false	false	true	false	false
2009	[id:3121]	[namespace:]	false	false	true	false	false
25 uJuni	[id:3122]	[namespace:]	false	false	true	false	false
29 uAgasti	[id:3123]	[namespace:]	false	false	true	false	false
1958	[id:3124]	[namespace:]	false	false	true	false	false
Jonava	[id:3125]	[namespace:]	false	false	true	false	false
Category:Abafileyo 1781	[id:3128]	[namespace:Category]	true	false	false	false	false
Category:Abafileyo 1816	[id:3129]	[namespace:Category]	true	false	false	false	false
Category:Abafileyo 1828	[id:3130]	[namespace:Category]	true	false	false	false	false
Category:Abafileyo 1840	[id:3131]	[namespace:Category]	true	false	false	false	false
Category:Abafileyo 1872	[id:3132]	[namespace:Category]	true	false	false	false	false
Category:Abafileyo 1968	[id:3133]	[namespace:Category]	true	false	false	false	false
Category:Abafileyo 1933	[id:3134]	[namespace:Category]	true	false	false	false	false
Category:Abafileyo 1913	[id:3135]	[namespace:Category]	true	false	false	false	false
Category:Abafileyo 1884	[id:3136]	[namespace:Category]	true	false	false	false	false
Category:Abafileyo 2000	[id:3137]	[namespace:Category]	true	false	false	false	false
Category:Abafileyo 2009	[id:3138]	[namespace:Category]	true	false	false	false	false
1948	[id:3139]	[namespace:]	false	false	true	false	false
14 uJulayi	[id:3140]	[namespace:]	false	false	true	false	false
Category:Abafileyo 1745	[id:3142]	[namespace:Category]	true	false	false	false	false
Fernando Alonso	[id:3150]	[namespace:]	false	false	true	false	false
Michael Schumacher	[id:3151]	[namespace:]	false	false	true	false	false
3 uJanuwali	[id:3153]	[namespace:]	false	false	true	false	false
1969	[id:3154]	[namespace:]	false	false	true	false	false
17 uSepthemba	[id:3155]	[namespace:]	false	false	true	false	false
1968	[id:3156]	[namespace:]	false	false	true	false	false
29 uJulayi	[id:3157]	[namespace:]	false	false	true	false	false
1981	[id:3158]	[namespace:]	false	false	true	false	false
Rihanna	[id:3174]	[namespace:]	false	false	true	false	false
Teamgeist	[id:3181]	[namespace:]	false	false	true	false	false
Corbin Bleu	[id:3190]	[namespace:]	false	false	true	false	false
I-Angola	[id:3195]	[namespace:]	false	false	true	false	false
Volkswagen	[id:3196]	[namespace:]	false	false	true	false	false
IPitoli	[id:3197]	[namespace:]	false	false	true	false	false
Umbhoxo	[id:3198]	[namespace:]	false	false	true	false	false
Izambane	[id:3199]	[namespace:]	false	false	true	false	false
Isoshanguve	[id:3200]	[namespace:]	false	false	true	false	false
Ukuhumusha	[id:3201]	[namespace:]	false	false	true	false	false
Izinganekwane	[id:3202]	[namespace:]	false	false	true	false	false
Indlu	[id:3203]	[namespace:]	false	false	true	false	false
Imifino	[id:3204]	[namespace:]	false	false	true	false	false
Ubuciko bomlomo	[id:3206]	[namespace:]	false	false	true	false	false
UKhisimusi	[id:3207]	[namespace:]	false	false	true	false	false
IMozambiki	[id:3208]	[namespace:]	false	false	true	false	false
Ilokishi	[id:3209]	[namespace:]	false	false	true	false	false
Nelson Mandela	[id:3210]	[namespace:]	false	false	true	false	false
Iface book	[id:3211]	[namespace:]	false	false	true	false	false
Facebook	[id:3212]	[namespace:]	false	false	true	false	false
Ningizimu Afrika	[id:3213]	[namespace:]	false	false	true	false	false
IKwa Thema	[id:3215]	[namespace:]	false	false	true	false	false
Ukutolika	[id:3216]	[namespace:]	false	false	true	false	false
Inkomazi	[id:3217]	[namespace:]	false	false	true	false	false
IPhasika	[id:3218]	[namespace:]	false	false	true	false	false
Okhokho	[id:3221]	[namespace:]	false	false	true	false	false
IKongo	[id:3222]	[namespace:]	false	false	true	false	false
Imoto	[id:3227]	[namespace:]	false	false	true	false	false
Inkalankala	[id:3228]	[namespace:]	false	false	true	false	false
IYurobhu	[id:3230]	[namespace:]	false	false	true	false	false
Ichibi	[id:3231]	[namespace:]	false	false	true	false	false
Iwashi	[id:3237]	[namespace:]	false	false	true	false	false
Ilaptop	[id:3239]	[namespace:]	false	false	true	false	false
Imvelo	[id:3253]	[namespace:]	false	false	true	false	false
Portal:Iziphakamiso	[id:3259]	[namespace:]	false	false	true	false	false
Portal:Izwe	[id:3260]	[namespace:]	false	false	true	false	false
Portal:Ulimi	[id:3263]	[namespace:]	false	false	true	false	false
Portal:Amaholide	[id:3265]	[namespace:]	false	false	true	false	false
Ukhisimuzi	[id:3266]	[namespace:]	false	false	true	false	false
Ukhisimusi	[id:3267]	[namespace:]	false	false	true	false	false
Portal:Ukudla	[id:3268]	[namespace:]	false	false	true	false	false
Portal:Ithemba	[id:3269]	[namespace:]	false	false	true	false	false
Portal:Ezemidlalo	[id:3271]	[namespace:]	false	false	true	false	false
Riphabliki yaseNingizimu Afrika	[id:3272]	[namespace:]	false	false	true	false	false
Portal:Izilwane	[id:3273]	[namespace:]	false	false	true	false	false
Portal:Imvelo	[id:3274]	[namespace:]	false	false	true	false	false
Portal:Izinto zokuxhumana	[id:3275]	[namespace:]	false	false	true	false	false
Portal:Ubuciko	[id:3276]	[namespace:]	false	false	true	false	false
Indlovu	[id:3287]	[namespace:]	false	false	true	false	false
IAustralia	[id:3291]	[namespace:]	false	false	true	false	false
Isichazamazwi	[id:3292]	[namespace:]	false	false	true	false	false
Osasco	[id:3304]	[namespace:]	false	false	true	false	false
Banga bunga boga	[id:3332]	[namespace:]	false	false	true	false	false
Concepción, ITshile	[id:3344]	[namespace:]	false	false	true	false	false
ISwazilandi	[id:3416]	[namespace:]	false	false	true	false	false
IKolombiya	[id:3429]	[namespace:]	false	false	true	false	false
IGana	[id:3433]	[namespace:]	false	false	true	false	false
IZambiya	[id:3434]	[namespace:]	false	false	true	false	false
IBrazili	[id:3449]	[namespace:]	false	false	true	false	false
Incwadi	[id:3454]	[namespace:]	false	false	true	false	false
IZambhiya	[id:3459]	[namespace:]	false	false	true	false	false
I-YouTube	[id:3463]	[namespace:]	false	false	true	false	false
Amathuluzi wokuhumusha	[id:3464]	[namespace:]	false	false	true	false	false
ITsheki	[id:3470]	[namespace:]	false	false	true	false	false
I-Irani	[id:3471]	[namespace:]	false	false	true	false	false
IsiTsheki	[id:3473]	[namespace:]	false	false	true	false	false
IPakistani	[id:3474]	[namespace:]	false	false	true	false	false
INorweyi	[id:3495]	[namespace:]	false	false	true	false	false
ISpaniya	[id:3497]	[namespace:]	false	false	true	false	false
IFlansi	[id:3498]	[namespace:]	false	false	true	false	false
IsiKrowati	[id:3502]	[namespace:]	false	false	true	false	false
Imac	[id:3510]	[namespace:]	false	false	true	false	false
U-Uranu	[id:3522]	[namespace:]	false	false	true	false	false
UNepetuni	[id:3523]	[namespace:]	false	false	true	false	false
UPluto	[id:3524]	[namespace:]	false	false	true	false	false
USatureni	[id:3525]	[namespace:]	false	false	true	false	false
UMerkuriyu	[id:3526]	[namespace:]	false	false	true	false	false
UVenusi	[id:3527]	[namespace:]	false	false	true	false	false
Ilanga	[id:3528]	[namespace:]	false	false	true	false	false
Uhlelo Lemihlaba YeLanga	[id:3529]	[namespace:]	false	false	true	false	false
Uhlelo leLanga	[id:3530]	[namespace:]	false	false	true	false	false
IPaltoga	[id:3539]	[namespace:]	false	false	true	false	false
IGrisi	[id:3546]	[namespace:]	false	false	true	false	false
Felidae	[id:3548]	[namespace:]	false	false	true	false	false
Inyamazane	[id:3549]	[namespace:]	false	false	true	false	false
Pinnipedia	[id:3550]	[namespace:]	false	false	true	false	false
Canidae	[id:3551]	[namespace:]	false	false	true	false	false
IGriki	[id:3552]	[namespace:]	false	false	true	false	false
Imitholoji lamaGreki	[id:3553]	[namespace:]	false	false	true	false	false
Isayiklopsi	[id:3554]	[namespace:]	false	false	true	false	false
Isi-Czech	[id:3555]	[namespace:]	false	false	true	false	false
ICekiya	[id:3556]	[namespace:]	false	false	true	false	false
Isi-Lithuanian	[id:3557]	[namespace:]	false	false	true	false	false
IsiCroati	[id:3558]	[namespace:]	false	false	true	false	false
IsiColombia	[id:3559]	[namespace:]	false	false	true	false	false
IsiTsherokii	[id:3560]	[namespace:]	false	false	true	false	false
IBerlin	[id:3561]	[namespace:]	false	false	true	false	false
IAustriyiya	[id:3562]	[namespace:]	false	false	true	false	false
Vilnius	[id:3563]	[namespace:]	false	false	true	false	false
IEstoniya	[id:3564]	[namespace:]	false	false	true	false	false
IGhanna	[id:3565]	[namespace:]	false	false	true	false	false
IIran	[id:3566]	[namespace:]	false	false	true	false	false
ISwaziland	[id:3567]	[namespace:]	false	false	true	false	false
IZambia	[id:3568]	[namespace:]	false	false	true	false	false
IAshiya	[id:3569]	[namespace:]	false	false	true	false	false
IAngola	[id:3570]	[namespace:]	false	false	true	false	false
Umbuso Ohlangeneyo	[id:3571]	[namespace:]	false	false	true	false	false
ISikotilandi	[id:3573]	[namespace:]	false	false	true	false	false
IVietnami	[id:3574]	[namespace:]	false	false	true	false	false
Category:IViyetnamu	[id:3575]	[namespace:Category]	true	false	false	false	false
IVungtau	[id:3577]	[namespace:]	false	false	true	false	false
IsiHawayi	[id:3578]	[namespace:]	false	false	true	false	false
IYurophu	[id:3579]	[namespace:]	false	false	true	false	false
IViyetnamu	[id:3580]	[namespace:]	false	false	true	false	false
Canis lupus familiaris	[id:3581]	[namespace:]	false	false	true	false	false
Felis catus	[id:3582]	[namespace:]	false	false	true	false	false
Panthera leo	[id:3583]	[namespace:]	false	false	true	false	false
Giraffa camelopardalis	[id:3584]	[namespace:]	false	false	true	false	false
Elephantidae	[id:3585]	[namespace:]	false	false	true	false	false
Alces alces	[id:3586]	[namespace:]	false	false	true	false	false
I-eliki	[id:3587]	[namespace:]	false	false	true	false	false
Inyamazane yase-Athiki	[id:3588]	[namespace:]	false	false	true	false	false
Rangifer tarandus	[id:3589]	[namespace:]	false	false	true	false	false
Cervidae	[id:3590]	[namespace:]	false	false	true	false	false
Impalampala	[id:3591]	[namespace:]	false	false	true	false	false
Igogo	[id:3592]	[namespace:]	false	false	true	false	false
Indluzele	[id:3593]	[namespace:]	false	false	true	false	false
Inxala	[id:3594]	[namespace:]	false	false	true	false	false
Brasil	[id:3596]	[namespace:]	false	false	true	false	false
Concepción, Chile	[id:3597]	[namespace:]	false	false	true	false	false
I-Esperanto	[id:3598]	[namespace:]	false	false	true	false	false
IPakistan	[id:3599]	[namespace:]	false	false	true	false	false
Inkolo kaBudha	[id:3600]	[namespace:]	false	false	true	false	false
Izimvu	[id:3601]	[namespace:]	false	false	true	false	false
Ama-elementhi	[id:3602]	[namespace:]	false	false	true	false	false
Imvubu yolwandle	[id:3603]	[namespace:]	false	false	true	false	false
Republic of the Congo	[id:3611]	[namespace:]	false	false	true	false	false
Category:Umculo	[id:3612]	[namespace:Category]	true	false	false	false	false
Wolfgang Amadeus Mozart	[id:3620]	[namespace:]	false	false	true	false	false
Face book	[id:3634]	[namespace:]	false	false	true	false	false
Category:Felidae	[id:3641]	[namespace:Category]	true	false	false	false	false
Iwalerosi	[id:3642]	[namespace:]	false	false	true	false	false
Banovci (Nijemci)	[id:3669]	[namespace:]	false	false	true	false	false
Demi Lovato	[id:3670]	[namespace:]	false	false	true	false	false
Portal:Umculo	[id:3671]	[namespace:]	false	false	true	false	false
Trpinja	[id:3675]	[namespace:]	false	false	true	false	false
IsiPutukezi	[id:3686]	[namespace:]	false	false	true	false	false
IDanang	[id:3691]	[namespace:]	false	false	true	false	false
Category:IViyetnami	[id:3698]	[namespace:Category]	true	false	false	false	false
IWelisi	[id:3728]	[namespace:]	false	false	true	false	false
I-Ayilendi	[id:3729]	[namespace:]	false	false	true	false	false
I-Ayisilandi	[id:3730]	[namespace:]	false	false	true	false	false
Category:Template documentation pages	[id:3744]	[namespace:Category]	true	false	false	false	false
Category:Documentation pages	[id:3745]	[namespace:Category]	true	false	false	false	false
IMoskwa	[id:3760]	[namespace:]	false	false	true	false	false
Ostankino Tower	[id:3761]	[namespace:]	false	false	true	false	false
Paltoga	[id:3762]	[namespace:]	false	false	true	false	false
Indolobha yaseVathikhani	[id:3763]	[namespace:]	false	false	true	false	false
Jacob Zuma	[id:3765]	[namespace:]	false	false	true	false	false
